,RouteUID,RouteNameZh_tw,SubRouteUID,SubRouteNameZh_tw,Direction,StopUID,StopNameZh_tw,StopBoarding,StopSequence,PositionLat,PositionLon,旅次時段,上車人數,下車人數
7,ILA0011,紅1,ILA001101,紅1,0,ILA302579,烏石港轉運站,0,2,24.868788,121.834961,13,4,0
22,ILA0011,紅1,ILA001101,紅1,0,ILA297125,頭城站,0,5,24.85794,121.82553,13,1,0
34,ILA0011,紅1,ILA001101,紅1,0,ILA297127,青雲路,0,6,24.85548,121.82345,13,2,0
73,ILA0011,紅1,ILA001101,紅1,0,ILA299031,白雲路,0,14,24.837055,121.786853,13,1,0
80,ILA0011,紅1,ILA001101,紅1,0,ILA299052,白石腳,0,15,24.83572,121.78286,13,1,0
84,ILA0011,紅1,ILA001101,紅1,0,ILA299033,玉石村,0,16,24.8338,121.78017,13,2,0
91,ILA0011,紅1,ILA001101,紅1,0,ILA297133,礁溪轉運站,0,17,24.830982,121.777881,13,8,2
103,ILA0011,紅1,ILA001101,紅1,0,ILA297137,礁溪湯圍溝,0,18,24.82877,121.773889,13,4,6
114,ILA0011,紅1,ILA001101,紅1,0,ILA297140,礁溪電池廠,0,19,24.82462,121.77081,13,3,0
137,ILA0011,紅1,ILA001101,紅1,0,ILA297144,協天廟,0,21,24.818766,121.768666,13,1,3
151,ILA0011,紅1,ILA001101,紅1,0,ILA297154,番割田,0,25,24.80182,121.76482,13,2,0
195,ILA0011,紅1,ILA001102,紅1,1,ILA297195,幸福轉運站,0,2,24.7519,121.75655,13,11,0
209,ILA0011,紅1,ILA001102,紅1,1,ILA297191,宜蘭中山公園,0,4,24.75447,121.75381,13,7,1
223,ILA0011,紅1,ILA001102,紅1,1,ILA297189,第一銀行,0,5,24.75755,121.75266,13,4,1
234,ILA0011,紅1,ILA001102,紅1,1,ILA297187,北門,0,6,24.759172,121.753009,13,1,0
244,ILA0011,紅1,ILA001102,紅1,1,ILA299054,河濱公園,0,8,24.764166,121.754738,13,1,0
254,ILA0011,紅1,ILA001102,紅1,1,ILA297168,茭白里,0,12,24.77965,121.75975,13,2,0
260,ILA0011,紅1,ILA001102,紅1,1,ILA297163,四城,0,14,24.78716,121.76176,13,3,1
281,ILA0011,紅1,ILA001102,紅1,1,ILA297145,協天廟,0,22,24.818813,121.76881,13,3,4
294,ILA0011,紅1,ILA001102,紅1,1,ILA297136,礁溪湯圍溝,0,25,24.82839,121.77333,13,3,8
305,ILA0011,紅1,ILA001102,紅1,1,ILA297133,礁溪轉運站,0,26,24.830982,121.777881,13,4,2
336,ILA0012,紅2,ILA001201,紅2,0,ILA297023,宜蘭轉運站,1,1,24.751763,121.75972,13,6,0
349,ILA0012,紅2,ILA001201,紅2,0,ILA297196,綠九市場,0,2,24.74912,121.75524,13,1,0
399,ILA0012,紅2,ILA001201,紅2,0,ILA297081,羅東夜市(中山公園),0,19,24.67661,121.76794,13,5,6
413,ILA0012,紅2,ILA001201,紅2,0,ILA297237,博愛醫院,0,20,24.67261,121.77013,13,1,0
425,ILA0012,紅2,ILA001201,紅2,0,ILA297248,臨時站,0,22,24.668025,121.772353,13,1,0
433,ILA0012,紅2,ILA001201,紅2,0,ILA297086,羅東轉運站,0,24,24.67818,121.775704,13,19,0
445,ILA0012,紅2,ILA001201,紅2,0,ILA297253,群英路,0,26,24.66528,121.77373,13,1,0
460,ILA0012,紅2,ILA001201,紅2,0,ILA297270,冬山國中,0,35,24.63255,121.79326,13,1,0
477,ILA0012,紅2,ILA001201,紅2,0,ILA297053,蘇澳新站,0,44,24.60775,121.8271,13,1,1
486,ILA0012,紅2,ILA001201,紅2,0,ILA297055,蘇澳國中,0,47,24.597015,121.83493,13,1,1
501,ILA0012,紅2,ILA001201,紅2,0,ILA302879,蘇澳轉運站,0,53,24.595434,121.852642,13,5,3
509,ILA0012,紅2,ILA001201,紅2,0,ILA297211,南方澳,-1,55,24.580572,121.870334,13,1,22
518,ILA0012,紅2,ILA001202,紅2,1,ILA297211,南方澳,1,1,24.580572,121.870334,13,16,0
533,ILA0012,紅2,ILA001202,紅2,1,ILA302879,蘇澳轉運站,0,3,24.595434,121.852642,13,3,2
560,ILA0012,紅2,ILA001202,紅2,1,ILA297072,蘇澳國中,0,9,24.59717,121.83517,13,2,0
577,ILA0012,紅2,ILA001202,紅2,1,ILA297240,東興,0,17,24.62443,121.80299,13,1,0
579,ILA0012,紅2,ILA001202,紅2,1,ILA297245,下香和,0,18,24.6276,121.80031,13,2,0
598,ILA0012,紅2,ILA001202,紅2,1,ILA297254,群英路,0,28,24.66547,121.77389,13,1,0
606,ILA0012,紅2,ILA001202,紅2,1,ILA297086,羅東轉運站,0,30,24.67818,121.775704,13,4,11
617,ILA0012,紅2,ILA001202,紅2,1,ILA297243,聖母醫院,0,33,24.67107,121.77094,13,1,4
