,RouteUID,RouteNameZh_tw,SubRouteUID,SubRouteNameZh_tw,Direction,StopUID,StopNameZh_tw,StopBoarding,StopSequence,PositionLat,PositionLon,旅次時段,上車人數,下車人數
0,ILA0011,紅1,ILA001101,紅1,0,ILA307526,外澳,1,1,24.870935,121.839346,8,1,0
17,ILA0011,紅1,ILA001101,紅1,0,ILA297125,頭城站,0,5,24.85794,121.82553,8,3,0
39,ILA0011,紅1,ILA001101,紅1,0,ILA290870,頭城家商,0,7,24.84994,121.81567,8,1,0
44,ILA0011,紅1,ILA001101,紅1,0,ILA299023,實踐農村,0,8,24.84738,121.81239,8,1,0
50,ILA0011,紅1,ILA001101,紅1,0,ILA299025,頂埔,0,9,24.84566,121.80809,8,1,0
58,ILA0011,紅1,ILA001101,紅1,0,ILA299029,中崙,0,11,24.841843,121.80191,8,2,0
61,ILA0011,紅1,ILA001101,紅1,0,ILA297129,二城,0,12,24.83872,121.79295,8,2,0
69,ILA0011,紅1,ILA001101,紅1,0,ILA297131,頭城交流道,0,13,24.83762,121.78856,8,1,0
71,ILA0011,紅1,ILA001101,紅1,0,ILA299031,白雲路,0,14,24.837055,121.786853,8,2,0
76,ILA0011,紅1,ILA001101,紅1,0,ILA299052,白石腳,0,15,24.83572,121.78286,8,1,0
83,ILA0011,紅1,ILA001101,紅1,0,ILA299033,玉石村,0,16,24.8338,121.78017,8,1,0
87,ILA0011,紅1,ILA001101,紅1,0,ILA297133,礁溪轉運站,0,17,24.830982,121.777881,8,2,1
98,ILA0011,紅1,ILA001101,紅1,0,ILA297137,礁溪湯圍溝,0,18,24.82877,121.773889,8,4,1
124,ILA0011,紅1,ILA001101,紅1,0,ILA297142,礁溪國小,0,20,24.821,121.76945,8,5,1
132,ILA0011,紅1,ILA001101,紅1,0,ILA297144,協天廟,0,21,24.818766,121.768666,8,1,1
145,ILA0011,紅1,ILA001101,紅1,0,ILA297148,十六結,0,23,24.80964,121.76701,8,2,2
154,ILA0011,紅1,ILA001101,紅1,0,ILA297156,白鵝村,0,26,24.79907,121.76418,8,1,1
156,ILA0011,紅1,ILA001101,紅1,0,ILA297160,玉光村,0,28,24.79112,121.76205,8,1,0
158,ILA0011,紅1,ILA001101,紅1,0,ILA297162,四城,0,29,24.787387,121.761526,8,2,2
