,RouteUID,RouteNameZh_tw,SubRouteUID,SubRouteNameZh_tw,Direction,StopUID,StopNameZh_tw,StopBoarding,StopSequence,PositionLat,PositionLon,旅次時段,上車人數,下車人數
16,ILA0011,紅1,ILA001101,紅1,0,ILA297125,頭城站,0,5,24.85794,121.82553,7,9,0
38,ILA0011,紅1,ILA001101,紅1,0,ILA290870,頭城家商,0,7,24.84994,121.81567,7,1,0
49,ILA0011,紅1,ILA001101,紅1,0,ILA299025,頂埔,0,9,24.84566,121.80809,7,5,0
57,ILA0011,紅1,ILA001101,紅1,0,ILA299029,中崙,0,11,24.841843,121.80191,7,1,0
68,ILA0011,紅1,ILA001101,紅1,0,ILA297131,頭城交流道,0,13,24.83762,121.78856,7,1,0
75,ILA0011,紅1,ILA001101,紅1,0,ILA299052,白石腳,0,15,24.83572,121.78286,7,2,0
123,ILA0011,紅1,ILA001101,紅1,0,ILA297142,礁溪國小,0,20,24.821,121.76945,7,5,1
144,ILA0011,紅1,ILA001101,紅1,0,ILA297148,十六結,0,23,24.80964,121.76701,7,1,0
150,ILA0011,紅1,ILA001101,紅1,0,ILA297154,番割田,0,25,24.80182,121.76482,7,2,0
160,ILA0011,紅1,ILA001101,紅1,0,ILA297164,一結,0,30,24.78267,121.76041,7,3,0
171,ILA0011,紅1,ILA001101,紅1,0,ILA303090,蘭陽別院(念佛會),0,36,24.762132,121.753852,7,1,1
179,ILA0011,紅1,ILA001101,紅1,0,ILA297190,宜蘭中山公園,0,39,24.75433,121.75378,7,1,6
189,ILA0011,紅1,ILA001102,紅1,1,ILA297195,幸福轉運站,0,2,24.7519,121.75655,7,8,0
203,ILA0011,紅1,ILA001102,紅1,1,ILA297191,宜蘭中山公園,0,4,24.75447,121.75381,7,2,0
217,ILA0011,紅1,ILA001102,紅1,1,ILA297189,第一銀行,0,5,24.75755,121.75266,7,5,0
235,ILA0011,紅1,ILA001102,紅1,1,ILA303091,蘭陽別院(念佛會),0,7,24.762247,121.754012,7,2,1
257,ILA0011,紅1,ILA001102,紅1,1,ILA297163,四城,0,14,24.78716,121.76176,7,1,1
299,ILA0011,紅1,ILA001102,紅1,1,ILA297133,礁溪轉運站,0,26,24.830982,121.777881,7,2,1
330,ILA0012,紅2,ILA001201,紅2,0,ILA297023,宜蘭轉運站,1,1,24.751763,121.75972,7,5,0
343,ILA0012,紅2,ILA001201,紅2,0,ILA297196,綠九市場,0,2,24.74912,121.75524,7,3,0
388,ILA0012,紅2,ILA001201,紅2,0,ILA297228,竹林,0,17,24.68488,121.77061,7,1,0
393,ILA0012,紅2,ILA001201,紅2,0,ILA297081,羅東夜市(中山公園),0,19,24.67661,121.76794,7,2,4
408,ILA0012,紅2,ILA001201,紅2,0,ILA297237,博愛醫院,0,20,24.67261,121.77013,7,3,1
427,ILA0012,紅2,ILA001201,紅2,0,ILA297086,羅東轉運站,0,24,24.67818,121.775704,7,4,1
456,ILA0012,紅2,ILA001201,紅2,0,ILA297270,冬山國中,0,35,24.63255,121.79326,7,1,0
482,ILA0012,紅2,ILA001201,紅2,0,ILA297055,蘇澳國中,0,47,24.597015,121.83493,7,1,1
492,ILA0012,紅2,ILA001201,紅2,0,ILA290520,湧泉,0,50,24.5956,121.844518,7,1,3
512,ILA0012,紅2,ILA001202,紅2,1,ILA297211,南方澳,1,1,24.580572,121.870334,7,10,0
528,ILA0012,紅2,ILA001202,紅2,1,ILA302879,蘇澳轉運站,0,3,24.595434,121.852642,7,1,1
540,ILA0012,紅2,ILA001202,紅2,1,ILA297070,加油站,0,5,24.59599,121.84788,7,1,0
549,ILA0012,紅2,ILA001202,紅2,1,ILA297071,聖湖,0,8,24.5965,121.8382,7,7,0
555,ILA0012,紅2,ILA001202,紅2,1,ILA297072,蘇澳國中,0,9,24.59717,121.83517,7,6,0
565,ILA0012,紅2,ILA001202,紅2,1,ILA297221,新城,0,12,24.61551,121.821195,7,2,0
574,ILA0012,紅2,ILA001202,紅2,1,ILA297240,東興,0,17,24.62443,121.80299,7,1,0
581,ILA0012,紅2,ILA001202,紅2,1,ILA297247,香和,0,19,24.63006,121.79813,7,2,1
586,ILA0012,紅2,ILA001202,紅2,1,ILA297269,冬山,0,21,24.63491,121.78973,7,2,0
600,ILA0012,紅2,ILA001202,紅2,1,ILA297086,羅東轉運站,0,30,24.67818,121.775704,7,2,4
613,ILA0012,紅2,ILA001202,紅2,1,ILA297243,聖母醫院,0,33,24.67107,121.77094,7,2,4
626,ILA0012,紅2,ILA001202,紅2,1,ILA297083,羅東夜市(中山公園),0,35,24.67649,121.76803,7,4,9
662,ILA0012,紅2,ILA001202,紅2,1,ILA297218,二結村,0,44,24.706101,121.771383,7,1,0
913,ILA0028,綠28,ILA002801,綠28,0,ILA300485,湧泉,0,7,24.5956,121.844518,7,1,4
924,ILA0028,綠28,ILA002801,綠28,0,ILA308288,豆腐岬風景區,0,11,24.585146,121.872005,7,1,0
937,ILA0028,綠28,ILA002801,綠28,0,ILA308289,內埤海邊,0,12,24.578274,121.870018,7,11,0
947,ILA0028,綠28,ILA002801,綠28,0,ILA308290,南寧市場,0,13,24.580599,121.870387,7,2,3
953,ILA0028,綠28,ILA002801,綠28,0,ILA308291,南興里,0,14,24.58146,121.86741,7,1,1
962,ILA0028,綠28,ILA002801,綠28,0,ILA308292,江夏路,0,15,24.58206,121.8652,7,9,6
979,ILA0028,綠28,ILA002801,綠28,0,ILA302880,蘇澳轉運站,0,19,24.595434,121.852642,7,3,4
992,ILA0028,綠28,ILA002801,綠28,0,ILA297070,加油站,0,20,24.59599,121.84788,7,2,8
1013,ILA0028,綠28,ILA002801,綠28,0,ILA297072,蘇澳國中,0,24,24.59717,121.83517,7,1,1
1024,ILA0028,綠28,ILA002801,綠28,0,ILA297073,軍人忠烈祠,0,25,24.60399,121.8328,7,3,0
1085,ILA0112,112,ILA011201,112,0,ILA296014,礁溪轉運站,1,1,24.830918,121.777907,7,8,0
1100,ILA0112,112,ILA011201,112,0,ILA296887,礁溪湯圍溝,0,2,24.828817,121.774117,7,3,0
1125,ILA0112,112,ILA011201,112,0,ILA297139,礁溪電池廠,0,4,24.824619,121.770786,7,2,1
1136,ILA0112,112,ILA011201,112,0,ILA296893,礁溪國小,0,5,24.82092,121.76938,7,1,1
1151,ILA0112,112,ILA011201,112,0,ILA296901,協天廟,0,6,24.818749,121.768591,7,5,0
1166,ILA0112,112,ILA011201,112,0,ILA296902,大忠路,0,8,24.82305,121.76527,7,8,5
1180,ILA0112,112,ILA011201,112,0,ILA291106,仁愛路,0,10,24.82527192,121.7677417,7,1,2
1194,ILA0112,112,ILA011201,112,0,ILA291092,湯圍溝(仁愛路),0,11,24.827621,121.770629,7,20,1
1215,ILA0112,112,ILA011201,112,0,ILA291110,礁溪火車站,0,13,24.8272,121.775117,7,6,7
1344,ILA0122,122,ILA012201,122,0,ILA302879,蘇澳轉運站,1,1,24.595434,121.852642,7,1,0
1676,ILA0281,281,ILA028101,281,0,ILA290082,羅東後火車站(羅東轉運站),1,1,24.67806,121.77533,7,19,0
1755,ILA0312,1743,ILA031202,1743,1,ILA115757,冷水坑,0,8,24.69562,121.63622,7,1,0
1759,ILA0312,1743,ILA031202,1743,1,ILA115760,粗坑,0,11,24.707042,121.64761,7,1,0
1766,ILA0312,1743,ILA031202,1743,1,ILA115767,再連,0,18,24.71232,121.67162,7,1,0
1771,ILA0312,1743,ILA031202,1743,1,ILA115773,內城路,0,23,24.7151,121.6953,7,4,0
1780,ILA0312,1743,ILA031202,1743,1,ILA115782,員山鄉公所(員山公園),0,32,24.74303,121.72344,7,1,1
1783,ILA0312,1743,ILA031202,1743,1,ILA115784,員山機堡,0,34,24.746425,121.72863,7,2,0
1840,ILA0312,1743,ILA0312A2,1743A,1,ILA115756,宜蘭職訓場,0,7,24.691666,121.632844,7,2,0
1841,ILA0312,1743,ILA0312A2,1743A,1,ILA115757,冷水坑,0,8,24.69562,121.63622,7,9,0
1854,ILA0312,1743,ILA0312A2,1743A,1,ILA115773,內城路,0,21,24.7151,121.6953,7,3,0
1856,ILA0312,1743,ILA0312A2,1743A,1,ILA115775,成功路,0,23,24.717987,121.701508,7,12,0
1857,ILA0312,1743,ILA0312A2,1743A,1,ILA245023,水源地,0,24,24.72144,121.70738,7,1,0
1861,ILA0312,1743,ILA0312A2,1743A,1,ILA115780,尚德村,0,28,24.73714,121.71893,7,3,0
1864,ILA0312,1743,ILA0312A2,1743A,1,ILA244581,外員山,0,31,24.74464,121.72554,7,1,0
1865,ILA0312,1743,ILA0312A2,1743A,1,ILA115784,員山機堡,0,32,24.746425,121.72863,7,17,0
1867,ILA0312,1743,ILA0312A2,1743A,1,ILA116472,金六結,0,34,24.751773,121.738855,7,1,3
1870,ILA0312,1743,ILA0312A2,1743A,1,ILA302595,宜蘭中山公園,0,37,24.75433,121.75378,7,1,38
2195,ILA0333,學50,ILA033301,學50,0,ILA297125,頭城站,1,1,24.85794,121.82553,7,7,0
2196,ILA0333,學50,ILA033301,學50,0,ILA297127,青雲路,0,2,24.85548,121.82345,7,7,0
2198,ILA0333,學50,ILA033301,學50,0,ILA290870,頭城家商,0,3,24.84994,121.81567,7,1,0
2200,ILA0333,學50,ILA033301,學50,0,ILA299025,頂埔,0,5,24.84566,121.80809,7,6,0
2204,ILA0333,學50,ILA033301,學50,0,ILA301857,頭城交流道,0,9,24.83762,121.78856,7,17,0
2206,ILA0333,學50,ILA033301,學50,0,ILA301859,白雲路,0,10,24.83689,121.78629,7,2,0
2207,ILA0333,學50,ILA033301,學50,0,ILA299052,白石腳,0,11,24.83572,121.78286,7,4,0
2208,ILA0333,學50,ILA033301,學50,0,ILA299033,玉石村,0,12,24.8338,121.78017,7,4,0
2210,ILA0333,學50,ILA033301,學50,0,ILA301864,礁溪湯圍溝,0,14,24.82877,121.773889,7,5,0
2211,ILA0333,學50,ILA033301,學50,0,ILA301866,礁溪電池廠,0,15,24.82462,121.77081,7,27,0
2212,ILA0333,學50,ILA033301,學50,0,ILA301868,礁溪國小,0,16,24.821,121.76945,7,14,0
2213,ILA0333,學50,ILA033301,學50,0,ILA301869,協天廟,0,17,24.818766,121.768666,7,28,0
2215,ILA0333,學50,ILA033301,學50,0,ILA297148,十六結,0,19,24.80964,121.76701,7,17,0
2217,ILA0333,學50,ILA033301,學50,0,ILA297154,番割田,0,21,24.80182,121.76482,7,1,0
2221,ILA0333,學50,ILA033301,學50,0,ILA297162,四城,0,25,24.787387,121.761526,7,22,0
2226,ILA0333,學50,ILA033301,學50,0,ILA297181,新生里,0,30,24.768283,121.756125,7,4,0
2229,ILA0333,學50,ILA033301,學50,0,ILA297186,北門,0,33,24.759673,121.75302,7,4,0
2282,ILA0334,學51,ILA033401,學51,0,ILA301823,臨時站,0,3,24.668016,121.772578,7,8,0
2284,ILA0334,學51,ILA033401,學51,0,ILA301826,羅東夜市(中山公園),0,5,24.67649,121.76803,7,16,0
2285,ILA0334,學51,ILA033401,學51,0,ILA301832,復興路口,0,6,24.68199,121.76979,7,9,0
2286,ILA0334,學51,ILA033401,學51,0,ILA297229,竹林,0,7,24.68413,121.770501,7,1,0
