"旅次日期","旅次時段.Ex..12表示為12時00分至12時59分.","票證分類..N.IC..非電子票證..IC..電子票證.","電子票證卡種","持卡身分","搭乘路線代碼","搭乘路線名稱","附屬路線唯一代碼","附屬路線中文名稱","路線方向.0.去程.1.返程.","起站.站牌代碼","起站.站牌名稱","迄站.站牌代碼","迄站.站牌名稱","載客量","資料代表日期.yyyy.MM.dd."
"2023-01-09","8","IC","EasyCard","A","ILA0622","1766","ILA062202","1766","1","ILA244634","香和","ILA244839","蘇澳國中","1","2023-01-09"
"2023-01-09","17","IC","iPASS","B","ILA0624","1792","ILA062401","1792","0","ILA235388","羅東火車站","ILA115968","雙賢村","1","2023-01-09"
"2023-01-09","10","IC","EasyCard","A","ILA0786","1786","ILA078601","1786","0","ILA271120","宜蘭轉運站","ILA234715","深溝村","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","B","ILA0622","1766","ILA062201","1766","0","ILA244860","十六結","ILA222224","頭城家商","1","2023-01-09"
"2023-01-09","12","IC","EasyCard","A","ILA0028","綠28","ILA002801","綠28","0","ILA302880","蘇澳轉運站","ILA308292","江夏路","1","2023-01-09"
"2023-01-09","18","IC","EasyCard","A","ILA0788","1788","ILA078802","1788","1","ILA247593","公館","ILA247488","宜蘭轉運站","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","B","ILA0343","1791","ILA034301","1791","0","ILA234937","五結","ILA234953","下福活動中心","1","2023-01-09"
"2023-01-09","16","IC","iPASS","B","ILA0340","學58","ILA034002","學58","1","ILA307859","羅東高商","ILA301808","義和","1","2023-01-09"
"2023-01-09","19","IC","iPASS","B","ILA0622","1766","ILA062201","1766","0","ILA244908","湧泉","ILA244750","東城","1","2023-01-09"
"2023-01-09","8","IC","EasyCard","C01","ILA0795","795","ILA079501","795","0","ILA302687","陽大醫院(蘭陽院區)","ILA307533","磚窯","1","2023-01-09"
"2023-01-09","7","IC","iPASS","B","ILA0343","1791","ILA034302","1791","1","ILA234996","文化國中","ILA235032","電信局","1","2023-01-09"
"2023-01-09","9","IC","iPASS","C01","ILA0345","1794","ILA034502","1794","1","ILA235230","三星三站","ILA235032","電信局","1","2023-01-09"
"2023-01-09","17","IC","EasyCard","C01","ILA0343","1791","ILA034301","1791","0","ILA235388","羅東火車站","ILA234961","福德路","1","2023-01-09"
"2023-01-09","16","IC","iPASS","B","ILA0335","學52","ILA0335A2","學52A","1","ILA301729","蘭陽女中","ILA301838","中興國小","1","2023-01-09"
"2023-01-09","16","IC","iPASS","B","ILA0336","學53","ILA033602","學53","1","ILA307284","蘭陽女中","ILA301738","五結農會","4","2023-01-09"
"2023-01-09","18","IC","iPASS","B","ILA0347","1796","ILA034701","1796","0","ILA235039","北成","ILA115970","天送埤","1","2023-01-09"
"2023-01-09","7","IC","iPASS","B","ILA0344","1793","ILA034402","1793","1","ILA116026","三星一站","ILA302524","羅東養護所","1","2023-01-09"
"2023-01-09","6","IC","iPASS","B","ILA0339","學57","ILA0339A1","學57A","0","ILA301713","成興村","ILA307858","羅東高商","2","2023-01-09"
"2023-01-09","18","IC","iPASS","B","ILA0346","1795","ILA034601","1795","0","ILA115944","羅東夜市(中山公園)","ILA235288","寒溪","2","2023-01-09"
"2023-01-09","10","IC","EasyCard","A","ILA0343","1791","ILA034301","1791","0","ILA234929","電信局","ILA234958","成興村","1","2023-01-09"
"2023-01-09","6","IC","EasyCard","A","ILA0624","1792","ILA062402","1792","1","ILA235085","阿里史","ILA235033","羅東火車站","1","2023-01-09"
"2023-01-09","17","IC","iPASS","A","ILA0349","1798","ILA034901","1798","0","ILA235057","月眉村","ILA235346","崙埤","1","2023-01-09"
"2023-01-09","17","IC","EasyCard","C02","ILA0348","1797","ILA034802","1797","1","ILA235002","區界","ILA307866","羅東轉運站","2","2023-01-09"
"2023-01-09","9","IC","iPASS","C01","ILA0622","1766","ILA062202","1766","1","ILA271462","礁溪國小","ILA247515","四城","1","2023-01-09"
"2023-01-09","16","IC","EasyCard","A","ILA0337","學55","ILA033702","學55","1","ILA301812","大埔","ILA301826","羅東夜市(中山公園)","1","2023-01-09"
"2023-01-09","19","IC","EasyCard","A","ILA0624","1792","ILA062401","1792","0","ILA115944","羅東夜市(中山公園)","ILA235057","月眉村","1","2023-01-09"
"2023-01-09","18","IC","iPASS","A","ILA0622","1766","ILA062202","1766","1","ILA116565","頭城站","ILA302785","礁溪轉運站","1","2023-01-09"
"2023-01-09","17","IC","iPASS","C01","ILA0788","1788","ILA078801","1788","0","ILA303088","宜蘭火車站(光復路)","ILA247587","壯圍鄉公所","1","2023-01-09"
"2023-01-09","15","IC","EasyCard","A","ILA0337","學55","ILA033702","學55","1","ILA301806","聖母專校(側門)","ILA301829","羅東火車站","2","2023-01-09"
"2023-01-09","6","IC","iPASS","C01","ILA0346","1795","ILA0346A2","1795A","1","ILA116030","廣興","ILA235098","北成","1","2023-01-09"
"2023-01-09","7","IC","iPASS","C01","ILA0622","1766","ILA062201","1766","0","ILA244693","聖母醫院","ILA303075","幸福轉運站","1","2023-01-09"
"2023-01-09","16","IC","iPASS","B","ILA0333","學50","ILA033302","學50","1","ILA301729","蘭陽女中","ILA297126","頭城站","1","2023-01-09"
"2023-01-09","12","IC","EasyCard","A","ILA0349","1798","ILA034901","1798","0","ILA235388","羅東火車站","ILA115965","大埔","1","2023-01-09"
"2023-01-09","16","IC","EasyCard","A","ILA0624","1792","ILA062401","1792","0","ILA115965","大埔","ILA235065","茶廠","1","2023-01-09"
"2023-01-09","13","IC","EasyCard","B","ILA0622","1766","ILA062201","1766","0","ILA297069","中山路","ILA307864","羅東轉運站","1","2023-01-09"
"2023-01-09","16","IC","icash","A","ILA0340","學58","ILA034002","學58","1","ILA307859","羅東高商","ILA297261","珍珠村","1","2023-01-09"
"2023-01-09","8","IC","EasyCard","C01","ILA0346","1795","ILA0346B2","1795B","1","ILA235298","土雞城","ILA302524","羅東養護所","1","2023-01-09"
"2023-01-09","16","IC","iPASS","C01","ILA0343","1791","ILA034301","1791","0","ILA234968","隘丁嶺橋","ILA244885","南興里","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","B","ILA0338","學56","ILA033801","學56","0","ILA302082","幸福轉運站","ILA307858","羅東高商","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","C01","ILA0622","1766","ILA062201","1766","0","ILA297069","中山路","ILA303072","羅東夜市(中山公園)","3","2023-01-09"
"2023-01-09","20","IC","EasyCard","A","ILA0622","1766","ILA062202","1766","1","ILA244319","蘭陽女中","ILA244775","聖母醫院","1","2023-01-09"
"2023-01-09","8","IC","EasyCard","C02","ILA0622","1766","ILA062201","1766","0","ILA268974","江夏路","ILA222150","聖湖","1","2023-01-09"
"2023-01-09","16","IC","EasyCard","A","ILA0334","學51","ILA033402","學51","1","ILA301848","宜蘭高中","ILA301789","羅東夜市(中山公園)","1","2023-01-09"
"2023-01-09","16","IC","iPASS","B","ILA0349","1798","ILA034901","1798","0","ILA235039","北成","ILA115964","玉尊宮","1","2023-01-09"
"2023-01-09","8","IC","iPASS","C01","ILA0622","1766","ILA062201","1766","0","ILA268974","江夏路","ILA244908","湧泉","1","2023-01-09"
"2023-01-09","8","IC","EasyCard","C01","ILA0624","1792","ILA062401","1792","0","ILA307864","羅東轉運站","ILA235063","城隍廟","1","2023-01-09"
"2023-01-09","17","IC","iPASS","C01","ILA0343","1791","ILA034302","1791","1","ILA235024","五結","ILA235032","電信局","1","2023-01-09"
"2023-01-09","7","IC","iPASS","B","ILA0338","學56","ILA033801","學56","0","ILA302082","幸福轉運站","ILA307858","羅東高商","7","2023-01-09"
"2023-01-09","18","IC","EasyCard","C02","ILA0622","1766","ILA062202","1766","1","ILA302785","礁溪轉運站","ILA271473","第一銀行","1","2023-01-09"
"2023-01-09","18","IC","iPASS","B","ILA0624","1792","ILA062402","1792","1","ILA235070","青果合作社","ILA280573","羅東夜市(中山公園)","1","2023-01-09"
"2023-01-09","8","IC","EasyCard","A","ILA0622","1766","ILA062202","1766","1","ILA115495","北門","ILA300400","宜蘭轉運站","1","2023-01-09"
"2023-01-09","12","IC","iPASS","B","ILA0622","1766","ILA062201","1766","0","ILA244764","蘭陽女中","ILA271463","礁溪電池廠","1","2023-01-09"
"2023-01-09","12","IC","EasyCard","A","ILA0028","綠28","ILA002801","綠28","0","ILA302880","蘇澳轉運站","ILA308291","南興里","1","2023-01-09"
"2023-01-09","16","IC","EasyCard","C09","ILA0112","112","ILA011201","112","0","ILA296014","礁溪轉運站","ILA291092","湯圍溝(仁愛路)","2","2023-01-09"
"2023-01-09","16","IC","iPASS","C01","ILA0345","1794","ILA0345C1","1794C","0","ILA307864","羅東轉運站","ILA234929","電信局","1","2023-01-09"
"2023-01-09","7","IC","iPASS","C01","ILA0349","1798","ILA034902","1798","1","ILA263069","崙埤","ILA116028","大埔","1","2023-01-09"
"2023-01-09","7","IC","iPASS","A","ILA0339","學57","ILA0339A1","學57A","0","ILA301771","五結","ILA307858","羅東高商","1","2023-01-09"
"2023-01-09","7","IC","iPASS","B","ILA0624","1792","ILA062401","1792","0","ILA235046","農場","ILA115967","三星一站","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","C02","ILA0350","1799","ILA035001","1799","0","ILA302879","蘇澳轉運站","ILA235589","永樂國小","1","2023-01-09"
"2023-01-09","17","IC","iPASS","B","ILA0335","學52","ILA033502","學52","1","ILA301848","宜蘭高中","ILA297057","加油站","1","2023-01-09"
"2023-01-09","15","IC","EasyCard","C02","ILA0788","1788","ILA078801","1788","0","ILA303088","宜蘭火車站(光復路)","ILA234754","壯圍國小","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","C01","ILA0624","1792","ILA062401","1792","0","ILA245009","宜蘭監獄","ILA115967","三星一站","1","2023-01-09"
"2023-01-09","8","IC","EasyCard","C01","ILA0345","1794","ILA0345C2","1794C","1","ILA235255","保安宮","ILA235032","電信局","1","2023-01-09"
"2023-01-09","8","IC","EasyCard","A","ILA0343","1791","ILA034301","1791","0","ILA302879","蘇澳轉運站","ILA244874","進安宮","1","2023-01-09"
"2023-01-09","16","IC","EasyCard","A","ILA0349","1798","ILA034901","1798","0","ILA302523","羅東養護所","ILA115966","行健路口","1","2023-01-09"
"2023-01-09","11","IC","iPASS","A","ILA0344","1793","ILA034401","1793","0","ILA115944","羅東夜市(中山公園)","ILA244469","廣興","1","2023-01-09"
"2023-01-09","10","IC","EasyCard","A","ILA0624","1792","ILA062401","1792","0","ILA307864","羅東轉運站","ILA244469","廣興","1","2023-01-09"
"2023-01-09","17","IC","EasyCard","C02","ILA0622","1766","ILA062201","1766","0","ILA292403","羅莊社區1站","ILA244761","宜蘭縣政府","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","C01","ILA0350","1799","ILA035002","1799","1","ILA235554","永樂國小","ILA297069","中山路","1","2023-01-09"
"2023-01-09","12","IC","EasyCard","A","ILA0345","1794","ILA0345C1","1794C","0","ILA307864","羅東轉運站","ILA302919","綜合運動場","1","2023-01-09"
"2023-01-09","10","IC","EasyCard","C01","ILA0343","1791","ILA034301","1791","0","ILA234952","利澤簡","ILA234965","文化國中","1","2023-01-09"
"2023-01-09","17","IC","EasyCard","A","ILA0622","1766","ILA062201","1766","0","ILA268974","江夏路","ILA303072","羅東夜市(中山公園)","1","2023-01-09"
"2023-01-09","11","IC","EasyCard","C01","ILA0344","1793","ILA034401","1793","0","ILA235037","成功派出所(文化工場)","ILA241587","大坑","1","2023-01-09"
"2023-01-09","9","IC","iPASS","C01","ILA0622","1766","ILA062201","1766","0","ILA303072","羅東夜市(中山公園)","ILA222194","北門","1","2023-01-09"
"2023-01-09","15","IC","iPASS","C01","ILA0622","1766","ILA062201","1766","0","ILA244693","聖母醫院","ILA280673","青雲路","1","2023-01-09"
"2023-01-09","6","IC","iPASS","B","ILA0622","1766","ILA062201","1766","0","ILA244887","南方澳","ILA222150","聖湖","1","2023-01-09"
"2023-01-09","15","IC","iPASS","A","ILA0622","1766","ILA062201","1766","0","ILA244936","蘇澳國中","ILA244429","冬山鄉公所","1","2023-01-09"
"2023-01-09","11","IC","iPASS","C01","ILA0583","綠19","ILA058301","綠19","0","ILA299119","礁溪轉運站","ILA304640","東北角風景區外澳站","1","2023-01-09"
"2023-01-09","10","IC","iPASS","C01","ILA0789","1789","ILA078901","1789","0","ILA271120","宜蘭轉運站","ILA266471","宜蘭中山公園","1","2023-01-09"
"2023-01-09","19","IC","EasyCard","B","ILA0345","1794","ILA0345A1","1794A","0","ILA234929","電信局","ILA235220","廣州路口","2","2023-01-09"
"2023-01-09","10","IC","iPASS","C01","ILA0784","1790","ILA078401","1790","0","ILA266471","宜蘭中山公園","ILA234813","大福海濱遊憩區","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","B","ILA0337","學55","ILA033701","學55","0","ILA301786","羅東轉運站","ILA301806","聖母專校(側門)","6","2023-01-09"
"2023-01-09","11","IC","EasyCard","A","ILA0624","1792","ILA062402","1792","1","ILA244980","宜蘭監獄","ILA235033","羅東火車站","2","2023-01-09"
"2023-01-09","7","IC","EasyCard","B","ILA0624","1792","ILA062401","1792","0","ILA307864","羅東轉運站","ILA235039","北成","1","2023-01-09"
"2023-01-09","6","IC","iPASS","A","ILA0624","1792","ILA062402","1792","1","ILA235077","三星二站","ILA235033","羅東火車站","1","2023-01-09"
"2023-01-09","15","IC","iPASS","C01","ILA0028","綠28","ILA002801","綠28","0","ILA297072","蘇澳國中","ILA308291","南興里","1","2023-01-09"
"2023-01-09","14","IC","EasyCard","C02","ILA0622","1766","ILA062201","1766","0","ILA116544","白鵝村","ILA271461","礁溪國小","1","2023-01-09"
"2023-01-09","13","IC","EasyCard","B","ILA0624","1792","ILA062401","1792","0","ILA235388","羅東火車站","ILA115965","大埔","1","2023-01-09"
"2023-01-09","15","IC","EasyCard","B","ILA0337","學55","ILA033702","學55","1","ILA301806","聖母專校(側門)","ILA301831","羅東轉運站","2","2023-01-09"
"2023-01-09","17","IC","EasyCard","A","ILA0343","1791","ILA034302","1791","1","ILA235024","五結","ILA235030","倉前路","1","2023-01-09"
"2023-01-09","16","IC","EasyCard","A","ILA0622","1766","ILA062201","1766","0","ILA302784","礁溪轉運站","ILA115497","頭城站","1","2023-01-09"
"2023-01-09","11","IC","EasyCard","A","ILA0112","112","ILA011201","112","0","ILA296014","礁溪轉運站","ILA297139","礁溪電池廠","1","2023-01-09"
"2023-01-09","19","IC","iPASS","C01","ILA0622","1766","ILA062202","1766","1","ILA303078","宜蘭火車站(光復路)","ILA302787","羅東夜市(中山公園)","1","2023-01-09"
"2023-01-09","21","IC","EasyCard","C09","ILA0112","112","ILA011201","112","0","ILA291092","湯圍溝(仁愛路)","ILA297017","礁溪轉運站","2","2023-01-09"
"2023-01-09","9","IC","EasyCard","C02","ILA0622","1766","ILA062201","1766","0","ILA302784","礁溪轉運站","ILA280673","青雲路","2","2023-01-09"
"2023-01-09","17","IC","EasyCard","A","ILA0624","1792","ILA062401","1792","0","ILA244469","廣興","ILA115968","雙賢村","1","2023-01-09"
"2023-01-09","14","IC","EasyCard","B","ILA0349","1798","ILA034902","1798","1","ILA116023","天送埤","ILA307866","羅東轉運站","1","2023-01-09"
"2023-01-09","17","IC","iPASS","A","ILA0622","1766","ILA062202","1766","1","ILA244319","蘭陽女中","ILA244423","石油公司","1","2023-01-09"
"2023-01-09","10","IC","iPASS","C01","ILA0343","1791","ILA034301","1791","0","ILA235388","羅東火車站","ILA241730","仙水寺","1","2023-01-09"
"2023-01-09","8","IC","iPASS","C01","ILA0028","綠28","ILA002801","綠28","0","ILA308292","江夏路","ILA297074","蘇澳新站","1","2023-01-09"
"2023-01-09","8","IC","EasyCard","C01","ILA0345","1794","ILA034501","1794","0","ILA307864","羅東轉運站","ILA235213","湧泉水","1","2023-01-09"
"2023-01-09","17","IC","iPASS","C01","ILA0348","1797","ILA034801","1797","0","ILA235388","羅東火車站","ILA241661","岳明新村","1","2023-01-09"
"2023-01-09","12","IC","iPASS","B","ILA0624","1792","ILA062402","1792","1","ILA116028","大埔","ILA235033","羅東火車站","2","2023-01-09"
"2023-01-09","16","IC","iPASS","C01","ILA0343","1791","ILA034301","1791","0","ILA302879","蘇澳轉運站","ILA268973","江夏路","1","2023-01-09"
"2023-01-09","15","IC","EasyCard","C02","ILA0343","1791","ILA034302","1791","1","ILA307523","馬賽國小","ILA235032","電信局","1","2023-01-09"
"2023-01-09","7","IC","iPASS","C01","ILA0349","1798","ILA034902","1798","1","ILA116030","廣興","ILA235033","羅東火車站","1","2023-01-09"
"2023-01-09","16","IC","EasyCard","C02","ILA0622","1766","ILA062201","1766","0","ILA244934","蘇澳國小","ILA297238","博愛醫院","1","2023-01-09"
"2023-01-09","7","IC","iPASS","A","ILA0622","1766","ILA062201","1766","0","ILA222167","珍珠村","ILA244693","聖母醫院","1","2023-01-09"
"2023-01-09","15","IC","EasyCard","C01","ILA0345","1794","ILA0345B1","1794B","0","ILA234929","電信局","ILA302922","尚貴","1","2023-01-09"
"2023-01-09","10","IC","EasyCard","A","ILA0624","1792","ILA062401","1792","0","ILA115967","三星一站","ILA115970","天送埤","2","2023-01-09"
"2023-01-09","17","IC","EasyCard","C01","ILA0783","1785","ILA078302","1785","1","ILA234687","明光寺","ILA247488","宜蘭轉運站","1","2023-01-09"
"2023-01-09","17","IC","iPASS","B","ILA0346","1795","ILA034602","1795","1","ILA235298","土雞城","ILA280573","羅東夜市(中山公園)","1","2023-01-09"
"2023-01-09","11","IC","EasyCard","C01","ILA0622","1766","ILA062202","1766","1","ILA307864","羅東轉運站","ILA268973","江夏路","2","2023-01-09"
"2023-01-09","6","IC","iPASS","B","ILA0788","1788","ILA078802","1788","1","ILA241688","大福海濱遊憩區","ILA234780","延平","2","2023-01-09"
"2023-01-09","14","IC","EasyCard","C01","ILA0583","綠19","ILA058301","綠19","0","ILA299119","礁溪轉運站","ILA304640","東北角風景區外澳站","2","2023-01-09"
"2023-01-09","16","IC","EasyCard","B","ILA0337","學55","ILA033702","學55","1","ILA301812","大埔","ILA301826","羅東夜市(中山公園)","1","2023-01-09"
"2023-01-09","6","IC","EasyCard","A","ILA0624","1792","ILA062402","1792","1","ILA244980","宜蘭監獄","ILA235033","羅東火車站","1","2023-01-09"
"2023-01-09","6","IC","EasyCard","C02","ILA0784","1790","ILA078402","1790","1","ILA234907","竹安廟","ILA302595","宜蘭中山公園","1","2023-01-09"
"2023-01-09","10","IC","EasyCard","C01","ILA0622","1766","ILA062201","1766","0","ILA244693","聖母醫院","ILA271463","礁溪電池廠","1","2023-01-09"
"2023-01-09","15","IC","iPASS","C01","ILA0786","1786","ILA078601","1786","0","ILA303088","宜蘭火車站(光復路)","ILA234722","內城","1","2023-01-09"
"2023-01-09","12","IC","EasyCard","A","ILA0624","1792","ILA062402","1792","1","ILA244980","宜蘭監獄","ILA307866","羅東轉運站","2","2023-01-09"
"2023-01-09","20","IC","iPASS","B","ILA0788","1788","ILA078801","1788","0","ILA303086","幸福轉運站","ILA247587","壯圍鄉公所","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","B","ILA0624","1792","ILA062401","1792","0","ILA307864","羅東轉運站","ILA244469","廣興","2","2023-01-09"
"2023-01-09","9","IC","EasyCard","C01","ILA0343","1791","ILA034301","1791","0","ILA301754","龍德工業區","ILA116787","加油站","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","C01","ILA0622","1766","ILA062202","1766","1","ILA293533","礁溪湯圍溝","ILA244419","城仔","1","2023-01-09"
"2023-01-09","17","IC","EasyCard","B","ILA0624","1792","ILA062402","1792","1","ILA116030","廣興","ILA235033","羅東火車站","1","2023-01-09"
"2023-01-09","6","IC","iPASS","B","ILA0624","1792","ILA062402","1792","1","ILA235080","月眉村","ILA116030","廣興","3","2023-01-09"
"2023-01-09","15","IC","EasyCard","B","ILA0337","學55","ILA033702","學55","1","ILA301806","聖母專校(側門)","ILA301829","羅東火車站","11","2023-01-09"
"2023-01-09","17","IC","iPASS","B","ILA0343","1791","ILA034301","1791","0","ILA307864","羅東轉運站","ILA234937","五結","1","2023-01-09"
"2023-01-09","16","IC","EasyCard","A","ILA0349","1798","ILA034901","1798","0","ILA302523","羅東養護所","ILA235060","三星二站","1","2023-01-09"
"2023-01-09","10","IC","EasyCard","C09","ILA0112","112","ILA011201","112","0","ILA291110","礁溪火車站","ILA297017","礁溪轉運站","2","2023-01-09"
"2023-01-09","18","IC","EasyCard","C02","ILA0622","1766","ILA062201","1766","0","ILA303072","羅東夜市(中山公園)","ILA244764","蘭陽女中","1","2023-01-09"
"2023-01-09","15","IC","EasyCard","A","ILA0345","1794","ILA0345B2","1794B","1","ILA235230","三星三站","ILA235033","羅東火車站","1","2023-01-09"
"2023-01-09","14","IC","EasyCard","A","ILA0622","1766","ILA062201","1766","0","ILA116802","加油站","ILA297238","博愛醫院","1","2023-01-09"
"2023-01-09","15","IC","EasyCard","B","ILA0343","1791","ILA034302","1791","1","ILA235001","龍德里","ILA307866","羅東轉運站","1","2023-01-09"
"2023-01-09","12","IC","iPASS","C01","ILA0018","綠18","ILA001802","綠18","1","ILA234827","復興村","ILA302500","壯圍鄉公所","1","2023-01-09"
"2023-01-09","13","IC","EasyCard","C01","ILA0622","1766","ILA062201","1766","0","ILA297069","中山路","ILA303072","羅東夜市(中山公園)","1","2023-01-09"
"2023-01-09","9","IC","iPASS","C01","ILA0622","1766","ILA062202","1766","1","ILA259437","協天廟","ILA297058","中山路","1","2023-01-09"
"2023-01-09","16","IC","EasyCard","C02","ILA0622","1766","ILA062201","1766","0","ILA259431","第一銀行","ILA247514","四城","1","2023-01-09"
"2023-01-09","12","IC","iPASS","C01","ILA0783","1785","ILA078302","1785","1","ILA234686","大湖遊樂區","ILA244581","外員山","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","B","ILA0337","學55","ILA033701","學55","0","ILA301787","羅東火車站","ILA299178","廣興","1","2023-01-09"
"2023-01-09","7","IC","iPASS","C01","ILA0622","1766","ILA062201","1766","0","ILA222150","聖湖","ILA307864","羅東轉運站","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","C02","ILA0622","1766","ILA062202","1766","1","ILA302595","宜蘭中山公園","ILA302787","羅東夜市(中山公園)","1","2023-01-09"
"2023-01-09","6","IC","EasyCard","B","ILA0342","學60","ILA034201","學60","0","ILA301752","福德路","ILA301876","蘇澳海事","1","2023-01-09"
"2023-01-09","15","IC","iPASS","A","ILA0622","1766","ILA062202","1766","1","ILA271462","礁溪國小","ILA276053","新生里","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","C01","ILA0624","1792","ILA062401","1792","0","ILA307864","羅東轉運站","ILA245009","宜蘭監獄","3","2023-01-09"
"2023-01-09","16","IC","EasyCard","C01","ILA0622","1766","ILA062202","1766","1","ILA302579","烏石港轉運站","ILA247515","四城","1","2023-01-09"
"2023-01-09","17","IC","EasyCard","A","ILA0622","1766","ILA062202","1766","1","ILA115465","頭城家商","ILA276053","新生里","1","2023-01-09"
"2023-01-09","12","IC","iPASS","B","ILA0624","1792","ILA062402","1792","1","ILA235084","田心仔","ILA307866","羅東轉運站","1","2023-01-09"
"2023-01-09","18","IC","EasyCard","C02","ILA0622","1766","ILA062202","1766","1","ILA303078","宜蘭火車站(光復路)","ILA244683","博愛醫院","1","2023-01-09"
"2023-01-09","6","IC","iPASS","B","ILA0623","1767","ILA0623A1","1767A","0","ILA268974","江夏路","ILA294093","羅東高中","4","2023-01-09"
"2023-01-09","10","IC","iPASS","B","ILA0583","綠19","ILA058301","綠19","0","ILA299119","礁溪轉運站","ILA304646","外澳(外澳火車站)","1","2023-01-09"
"2023-01-09","16","IC","EasyCard","C01","ILA0583","綠19","ILA058301","綠19","0","ILA306166","萊萊","ILA306172","馬崗 (三貂角燈塔)","1","2023-01-09"
"2023-01-09","6","IC","EasyCard","A","ILA0348","1797","ILA034802","1797","1","ILA235000","福德路","ILA235033","羅東火車站","1","2023-01-09"
"2023-01-09","16","IC","iPASS","B","ILA0340","學58","ILA034002","學58","1","ILA307859","羅東高商","ILA297057","加油站","2","2023-01-09"
"2023-01-09","6","IC","EasyCard","A","ILA0334","學51","ILA033401","學51","0","ILA297078","羅東轉運站","ILA301848","宜蘭高中","1","2023-01-09"
"2023-01-09","7","IC","iPASS","B","ILA0624","1792","ILA062401","1792","0","ILA307864","羅東轉運站","ILA235040","水源地","1","2023-01-09"
"2023-01-09","6","IC","iPASS","B","ILA0336","學53","ILA033601","學53","0","ILA301719","利澤簡","ILA301729","蘭陽女中","2","2023-01-09"
"2023-01-09","17","IC","iPASS","C01","ILA0622","1766","ILA062201","1766","0","ILA244762","宜蘭運動公園","ILA271463","礁溪電池廠","1","2023-01-09"
"2023-01-09","8","IC","EasyCard","C01","ILA0348","1797","ILA034802","1797","1","ILA235000","福德路","ILA235024","五結","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","C01","ILA0345","1794","ILA034502","1794","1","ILA235230","三星三站","ILA235248","義和","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","C02","ILA0784","1790","ILA078401","1790","0","ILA266471","宜蘭中山公園","ILA234887","竹安","1","2023-01-09"
"2023-01-09","9","IC","iPASS","C01","ILA0622","1766","ILA062201","1766","0","ILA244888","南興里","ILA244938","蘇澳新站","1","2023-01-09"
"2023-01-09","15","IC","EasyCard","C02","ILA0622","1766","ILA062202","1766","1","ILA244683","博愛醫院","ILA244825","電石廠","1","2023-01-09"
"2023-01-09","16","IC","EasyCard","B","ILA0624","1792","ILA062402","1792","1","ILA116028","大埔","ILA280573","羅東夜市(中山公園)","5","2023-01-09"
"2023-01-09","10","IC","EasyCard","C09","ILA0112","112","ILA011201","112","0","ILA296014","礁溪轉運站","ILA291106","仁愛路","2","2023-01-09"
"2023-01-09","17","IC","EasyCard","B","ILA0622","1766","ILA062201","1766","0","ILA244936","蘇澳國中","ILA244429","冬山鄉公所","2","2023-01-09"
"2023-01-09","11","IC","iPASS","C01","ILA0622","1766","ILA062201","1766","0","ILA307864","羅東轉運站","ILA244752","石油公司","1","2023-01-09"
"2023-01-09","7","IC","iPASS","B","ILA0335","學52","ILA033501","學52","0","ILA297260","砂港","ILA301729","蘭陽女中","1","2023-01-09"
"2023-01-09","18","IC","iPASS","B","ILA0343","1791","ILA034302","1791","1","ILA244908","湧泉","ILA235017","大閘門","1","2023-01-09"
"2023-01-09","11","IC","EasyCard","C01","ILA0622","1766","ILA062201","1766","0","ILA259431","第一銀行","ILA108474","一結","1","2023-01-09"
"2023-01-09","16","IC","iPASS","C01","ILA0622","1766","ILA062202","1766","1","ILA116565","頭城站","ILA115466","實踐農村","1","2023-01-09"
"2023-01-09","7","IC","iPASS","B","ILA0349","1798","ILA034902","1798","1","ILA235093","柯子林","ILA235098","北成","1","2023-01-09"
"2023-01-09","6","IC","iPASS","C01","ILA0624","1792","ILA062402","1792","1","ILA116028","大埔","ILA280573","羅東夜市(中山公園)","1","2023-01-09"
"2023-01-09","18","IC","EasyCard","C02","ILA0622","1766","ILA062201","1766","0","ILA303072","羅東夜市(中山公園)","ILA303079","宜蘭火車站(光復路)","1","2023-01-09"
"2023-01-09","21","IC","EasyCard","B","ILA0624","1792","ILA062401","1792","0","ILA115944","羅東夜市(中山公園)","ILA244469","廣興","1","2023-01-09"
"2023-01-09","13","IC","iPASS","C01","ILA0795","795","ILA079502","795","1","ILA302674","壯圍鄉公所","ILA302670","古亭國小","1","2023-01-09"
"2023-01-09","17","IC","iPASS","C01","ILA0333","學50","ILA033302","學50","1","ILA299126","礁溪國小","ILA301863","礁溪轉運站","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","A","ILA0786","1786","ILA078601","1786","0","ILA234707","五穀廟","ILA234723","榮總員山分院","1","2023-01-09"
