"旅次日期","旅次時段.Ex..12表示為12時00分至12時59分.","票證分類..N.IC..非電子票證..IC..電子票證.","電子票證卡種","持卡身分","搭乘路線代碼","搭乘路線名稱","附屬路線唯一代碼","附屬路線中文名稱","路線方向.0.去程.1.返程.","起站.站牌代碼","起站.站牌名稱","迄站.站牌代碼","迄站.站牌名稱","載客量","資料代表日期.yyyy.MM.dd."
"2023-01-09","9","IC","EasyCard","A","ILA0783","1785","ILA078301","1785","0","ILA271120","宜蘭轉運站","ILA115714","七結","1","2023-01-09"
"2023-01-09","8","IC","iPASS","C01","ILA0789","1789","ILA078902","1789","1","ILA234861","寶發新村","ILA303087","幸福轉運站","1","2023-01-09"
"2023-01-09","11","IC","iPASS","C01","ILA0112","112","ILA011201","112","0","ILA296902","大忠路","ILA291110","礁溪火車站","1","2023-01-09"
"2023-01-09","6","IC","EasyCard","B","ILA0623","1767","ILA0623A1","1767A","0","ILA244887","南方澳","ILA116799","蘇澳港","1","2023-01-09"
"2023-01-09","6","IC","iPASS","B","ILA0623","1767","ILA0623A1","1767A","0","ILA116802","加油站","ILA294093","羅東高中","3","2023-01-09"
"2023-01-09","13","IC","EasyCard","A","ILA0624","1792","ILA062401","1792","0","ILA235388","羅東火車站","ILA115967","三星一站","1","2023-01-09"
"2023-01-09","17","IC","iPASS","A","ILA0343","1791","ILA034301","1791","0","ILA235388","羅東火車站","ILA234958","成興村","1","2023-01-09"
"2023-01-09","17","IC","icash","A","ILA0624","1792","ILA062402","1792","1","ILA116028","大埔","ILA235089","全家福","1","2023-01-09"
"2023-01-09","16","IC","iPASS","B","ILA0349","1798","ILA034901","1798","0","ILA235040","水源地","ILA235505","智腦","1","2023-01-09"
"2023-01-09","17","IC","EasyCard","B","ILA0788","1788","ILA078801","1788","0","ILA234746","宜蘭教會","ILA247592","公館","1","2023-01-09"
"2023-01-09","17","IC","iPASS","A","ILA0112","112","ILA011201","112","0","ILA297138","湯圍溝","ILA291106","仁愛路","1","2023-01-09"
"2023-01-09","9","IC","iPASS","C01","ILA0343","1791","ILA034301","1791","0","ILA244842","湧泉","ILA244874","進安宮","1","2023-01-09"
"2023-01-09","14","IC","iPASS","C01","ILA0345","1794","ILA034501","1794","0","ILA234929","電信局","ILA235208","大洲","1","2023-01-09"
"2023-01-09","7","IC","iPASS","B","ILA0336","學53","ILA033601","學53","0","ILA301725","五結農會","ILA301729","蘭陽女中","5","2023-01-09"
"2023-01-09","8","IC","EasyCard","C01","ILA0622","1766","ILA062201","1766","0","ILA244426","下香和","ILA307864","羅東轉運站","1","2023-01-09"
"2023-01-09","12","IC","iPASS","C01","ILA0624","1792","ILA062402","1792","1","ILA235080","月眉村","ILA235032","電信局","1","2023-01-09"
"2023-01-09","6","IC","EasyCard","C02","ILA0622","1766","ILA062201","1766","0","ILA297069","中山路","ILA271463","礁溪電池廠","1","2023-01-09"
"2023-01-09","18","IC","EasyCard","A","ILA0783","1785","ILA078302","1785","1","ILA115784","員山機堡","ILA247488","宜蘭轉運站","1","2023-01-09"
"2023-01-09","6","IC","iPASS","A","ILA0624","1792","ILA062401","1792","0","ILA307864","羅東轉運站","ILA115965","大埔","1","2023-01-09"
"2023-01-09","8","IC","EasyCard","B","ILA0622","1766","ILA062202","1766","1","ILA307864","羅東轉運站","ILA244823","下香和","1","2023-01-09"
"2023-01-09","16","IC","EasyCard","C01","ILA0622","1766","ILA062201","1766","0","ILA244887","南方澳","ILA297069","中山路","1","2023-01-09"
"2023-01-09","11","IC","EasyCard","C01","ILA0622","1766","ILA062201","1766","0","ILA266471","宜蘭中山公園","ILA302784","礁溪轉運站","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","A","ILA0333","學50","ILA033301","學50","0","ILA297127","青雲路","ILA301848","宜蘭高中","1","2023-01-09"
"2023-01-09","17","IC","EasyCard","A","ILA0622","1766","ILA062202","1766","1","ILA115465","頭城家商","ILA293533","礁溪湯圍溝","1","2023-01-09"
"2023-01-09","17","IC","EasyCard","A","ILA0346","1795","ILA034602","1795","1","ILA235098","北成","ILA235032","電信局","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","A","ILA0583","綠19","ILA058301","綠19","0","ILA299119","礁溪轉運站","ILA304639","烏石港(蘭陽博物館)","1","2023-01-09"
"2023-01-09","18","IC","EasyCard","A","ILA0622","1766","ILA062202","1766","1","ILA115465","頭城家商","ILA303078","宜蘭火車站(光復路)","1","2023-01-09"
"2023-01-09","7","IC","iPASS","B","ILA0624","1792","ILA062401","1792","0","ILA235388","羅東火車站","ILA244469","廣興","2","2023-01-09"
"2023-01-09","16","IC","iPASS","A","ILA0334","學51","ILA0334A2","學51A","1","ILA301729","蘭陽女中","ILA297228","竹林","1","2023-01-09"
"2023-01-09","8","IC","iPASS","C01","ILA0622","1766","ILA062202","1766","1","ILA244836","新城","ILA244874","進安宮","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","A","ILA0622","1766","ILA062202","1766","1","ILA271634","慈林文教","ILA307864","羅東轉運站","2","2023-01-09"
"2023-01-09","16","IC","EasyCard","A","ILA0622","1766","ILA062202","1766","1","ILA115465","頭城家商","ILA116561","頂埔","1","2023-01-09"
"2023-01-09","7","IC","iPASS","B","ILA0344","1793","ILA034402","1793","1","ILA235091","農場","ILA235098","北成","1","2023-01-09"
"2023-01-09","17","IC","EasyCard","A","ILA0622","1766","ILA062201","1766","0","ILA244908","湧泉","ILA244938","蘇澳新站","1","2023-01-09"
"2023-01-09","13","IC","EasyCard","C01","ILA0622","1766","ILA062201","1766","0","ILA307864","羅東轉運站","ILA303072","羅東夜市(中山公園)","1","2023-01-09"
"2023-01-09","18","IC","EasyCard","A","ILA0783","1785","ILA078302","1785","1","ILA116472","金六結","ILA302595","宜蘭中山公園","1","2023-01-09"
"2023-01-09","15","IC","iPASS","C01","ILA0624","1792","ILA062401","1792","0","ILA307864","羅東轉運站","ILA244468","維揚路","1","2023-01-09"
"2023-01-09","13","IC","EasyCard","C01","ILA0622","1766","ILA062202","1766","1","ILA302785","礁溪轉運站","ILA115481","十六結","1","2023-01-09"
"2023-01-09","14","IC","EasyCard","C02","ILA0343","1791","ILA034302","1791","1","ILA268974","江夏路","ILA302879","蘇澳轉運站","1","2023-01-09"
"2023-01-09","13","IC","EasyCard","C01","ILA0622","1766","ILA062201","1766","0","ILA244448","慕光","ILA303072","羅東夜市(中山公園)","1","2023-01-09"
"2023-01-09","10","IC","EasyCard","C01","ILA0343","1791","ILA034301","1791","0","ILA234929","電信局","ILA234960","龍德里","2","2023-01-09"
"2023-01-09","21","IC","iPASS","B","ILA0624","1792","ILA062401","1792","0","ILA234929","電信局","ILA235057","月眉村","1","2023-01-09"
"2023-01-09","6","IC","iPASS","B","ILA0346","1795","ILA0346A2","1795A","1","ILA235289","寒溪","ILA235098","北成","1","2023-01-09"
"2023-01-09","13","IC","EasyCard","A","ILA0624","1792","ILA062401","1792","0","ILA307864","羅東轉運站","ILA235057","月眉村","1","2023-01-09"
"2023-01-09","16","IC","EasyCard","B","ILA0786","1786","ILA078602","1786","1","ILA234725","內城","ILA303089","宜蘭火車站(光復路)","1","2023-01-09"
"2023-01-09","18","IC","EasyCard","A","ILA0622","1766","ILA062201","1766","0","ILA302879","蘇澳轉運站","ILA222150","聖湖","1","2023-01-09"
"2023-01-09","15","IC","EasyCard","C09","ILA0112","112","ILA011201","112","0","ILA296014","礁溪轉運站","ILA296893","礁溪國小","2","2023-01-09"
"2023-01-09","9","IC","iPASS","C01","ILA0583","綠19","ILA058302","綠19","1","ILA304655","新港(大溪漁港)","ILA304637","頭城站","2","2023-01-09"
"2023-01-09","20","IC","EasyCard","B","ILA0788","1788","ILA078801","1788","0","ILA303086","幸福轉運站","ILA247591","過嶺","1","2023-01-09"
"2023-01-09","17","IC","EasyCard","A","ILA0333","學50","ILA033302","學50","1","ILA299126","礁溪國小","ILA301863","礁溪轉運站","1","2023-01-09"
"2023-01-09","16","IC","EasyCard","A","ILA0334","學51","ILA0334A2","學51A","1","ILA301729","蘭陽女中","ILA301834","復興路口","3","2023-01-09"
"2023-01-09","6","IC","EasyCard","A","ILA0786","1786","ILA078602","1786","1","ILA234724","榮總員山分院","ILA247488","宜蘭轉運站","1","2023-01-09"
"2023-01-09","9","IC","iPASS","C01","ILA0622","1766","ILA062202","1766","1","ILA244683","博愛醫院","ILA244634","香和","1","2023-01-09"
"2023-01-09","15","IC","EasyCard","A","ILA0622","1766","ILA062201","1766","0","ILA247514","四城","ILA271461","礁溪國小","1","2023-01-09"
"2023-01-09","16","IC","iPASS","B","ILA0622","1766","ILA062201","1766","0","ILA244936","蘇澳國中","ILA292403","羅莊社區1站","1","2023-01-09"
"2023-01-09","11","IC","EasyCard","B","ILA0786","1786","ILA078601","1786","0","ILA303088","宜蘭火車站(光復路)","ILA234708","普門診所","3","2023-01-09"
"2023-01-09","19","IC","iPASS","A","ILA0786","1786","ILA078601","1786","0","ILA303088","宜蘭火車站(光復路)","ILA234723","榮總員山分院","1","2023-01-09"
"2023-01-09","10","IC","EasyCard","C01","ILA0622","1766","ILA062202","1766","1","ILA244683","博愛醫院","ILA244836","新城","1","2023-01-09"
"2023-01-09","14","IC","EasyCard","C01","ILA0622","1766","ILA062202","1766","1","ILA302595","宜蘭中山公園","ILA244683","博愛醫院","1","2023-01-09"
"2023-01-09","10","IC","EasyCard","C01","ILA0350","1799","ILA035001","1799","0","ILA251479","興泰街口","ILA235587","永春里","2","2023-01-09"
"2023-01-09","14","IC","EasyCard","A","ILA0345","1794","ILA0345B1","1794B","0","ILA307864","羅東轉運站","ILA300127","耕莘專校","1","2023-01-09"
"2023-01-09","10","IC","EasyCard","C01","ILA0622","1766","ILA062202","1766","1","ILA302787","羅東夜市(中山公園)","ILA244823","下香和","1","2023-01-09"
"2023-01-09","16","IC","iPASS","C01","ILA0788","1788","ILA078802","1788","1","ILA234819","永鎮濱海遊憩區","ILA234781","宜蘭教會","1","2023-01-09"
"2023-01-09","7","IC","iPASS","C01","ILA0786","1786","ILA078602","1786","1","ILA234724","榮總員山分院","ILA234739","普門診所","2","2023-01-09"
"2023-01-09","15","IC","EasyCard","B","ILA0341","學59","ILA034102","學59","1","ILA301876","蘇澳海事","ILA297074","蘇澳新站","2","2023-01-09"
"2023-01-09","16","IC","iPASS","C01","ILA0348","1797","ILA034801","1797","0","ILA235388","羅東火車站","ILA234952","利澤簡","1","2023-01-09"
"2023-01-09","8","IC","EasyCard","C01","ILA0624","1792","ILA062402","1792","1","ILA235080","月眉村","ILA116031","維揚路","1","2023-01-09"
"2023-01-09","16","IC","icash","A","ILA0343","1791","ILA034302","1791","1","ILA234996","文化國中","ILA235000","福德路","1","2023-01-09"
"2023-01-09","16","IC","iPASS","C01","ILA0346","1795","ILA0346A1","1795A","0","ILA115944","羅東夜市(中山公園)","ILA244469","廣興","1","2023-01-09"
"2023-01-09","16","IC","iPASS","B","ILA0349","1798","ILA034901","1798","0","ILA302523","羅東養護所","ILA235060","三星二站","2","2023-01-09"
"2023-01-09","7","IC","iPASS","B","ILA0622","1766","ILA062201","1766","0","ILA116570","頂埔","ILA222224","頭城家商","1","2023-01-09"
"2023-01-09","8","IC","EasyCard","C01","ILA0622","1766","ILA062201","1766","0","ILA244429","冬山鄉公所","ILA244693","聖母醫院","1","2023-01-09"
"2023-01-09","19","IC","EasyCard","C01","ILA0622","1766","ILA062201","1766","0","ILA303075","幸福轉運站","ILA277807","新生里","1","2023-01-09"
"2023-01-09","19","IC","EasyCard","A","ILA0783","1785","ILA078301","1785","0","ILA271120","宜蘭轉運站","ILA241734","林家莊","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","A","ILA0336","學53","ILA033601","學53","0","ILA302470","孝威","ILA301729","蘭陽女中","1","2023-01-09"
"2023-01-09","8","IC","EasyCard","A","ILA0784","1790","ILA078402","1790","1","ILA307855","新生里","ILA303081","蘭陽別院(念佛會)","1","2023-01-09"
"2023-01-09","18","IC","EasyCard","A","ILA0624","1792","ILA062401","1792","0","ILA235039","北成","ILA235052","阿里史","1","2023-01-09"
"2023-01-09","14","IC","EasyCard","A","ILA0018","綠18","ILA001801","綠18","0","ILA302484","幸福轉運站","ILA306148","新社","1","2023-01-09"
"2023-01-09","7","IC","iPASS","C01","ILA0788","1788","ILA078801","1788","0","ILA271120","宜蘭轉運站","ILA303088","宜蘭火車站(光復路)","1","2023-01-09"
"2023-01-09","7","IC","iPASS","C01","ILA0112","112","ILA011201","112","0","ILA291092","湯圍溝(仁愛路)","ILA297017","礁溪轉運站","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","C01","ILA0345","1794","ILA0345C2","1794C","1","ILA235261","清水溝","ILA235032","電信局","1","2023-01-09"
"2023-01-09","8","IC","iPASS","C01","ILA0624","1792","ILA062401","1792","0","ILA235388","羅東火車站","ILA235060","三星二站","1","2023-01-09"
"2023-01-09","22","IC","EasyCard","A","ILA0624","1792","ILA062401","1792","0","ILA115944","羅東夜市(中山公園)","ILA115966","行健路口","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","C01","ILA0350","1799","ILA035001","1799","0","ILA244839","蘇澳國中","ILA297058","中山路","2","2023-01-09"
"2023-01-09","12","IC","EasyCard","B","ILA0788","1788","ILA078802","1788","1","ILA234823","鼻頭","ILA303089","宜蘭火車站(光復路)","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","C09","ILA0112","112","ILA011201","112","0","ILA297139","礁溪電池廠","ILA296901","協天廟","1","2023-01-09"
"2023-01-09","11","IC","EasyCard","C01","ILA0622","1766","ILA062202","1766","1","ILA244683","博愛醫院","ILA244381","冬山國中","1","2023-01-09"
"2023-01-09","12","IC","EasyCard","B","ILA0624","1792","ILA062402","1792","1","ILA116028","大埔","ILA280573","羅東夜市(中山公園)","1","2023-01-09"
"2023-01-09","8","IC","iPASS","A","ILA0624","1792","ILA062401","1792","0","ILA307864","羅東轉運站","ILA245009","宜蘭監獄","1","2023-01-09"
"2023-01-09","17","IC","EasyCard","B","ILA0343","1791","ILA034302","1791","1","ILA235009","利澤簡","ILA235016","清水大鎮","1","2023-01-09"
"2023-01-09","12","IC","iPASS","C01","ILA0343","1791","ILA034301","1791","0","ILA307864","羅東轉運站","ILA234965","文化國中","1","2023-01-09"
"2023-01-09","18","IC","EasyCard","A","ILA0622","1766","ILA062201","1766","0","ILA268974","江夏路","ILA244429","冬山鄉公所","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","A","ILA0344","1793","ILA034402","1793","1","ILA116023","天送埤","ILA235098","北成","1","2023-01-09"
"2023-01-09","6","IC","iPASS","B","ILA0624","1792","ILA062402","1792","1","ILA235084","田心仔","ILA280573","羅東夜市(中山公園)","1","2023-01-09"
"2023-01-09","10","IC","EasyCard","C01","ILA0789","1789","ILA078901","1789","0","ILA266471","宜蘭中山公園","ILA234850","寶發新村","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","C01","ILA0622","1766","ILA062201","1766","0","ILA244764","蘭陽女中","ILA303075","幸福轉運站","1","2023-01-09"
"2023-01-09","16","IC","iPASS","A","ILA0338","學56","ILA033802","學56","1","ILA307859","羅東高商","ILA297199","蘭陽女中","1","2023-01-09"
"2023-01-09","17","IC","iPASS","C01","ILA0112","112","ILA011201","112","0","ILA296014","礁溪轉運站","ILA296902","大忠路","1","2023-01-09"
"2023-01-09","13","IC","EasyCard","A","ILA0624","1792","ILA062401","1792","0","ILA234929","電信局","ILA115965","大埔","1","2023-01-09"
"2023-01-09","18","IC","EasyCard","A","ILA0622","1766","ILA062202","1766","1","ILA302787","羅東夜市(中山公園)","ILA244823","下香和","1","2023-01-09"
"2023-01-09","14","IC","iPASS","C02","ILA0349","1798","ILA034902","1798","1","ILA263069","崙埤","ILA280573","羅東夜市(中山公園)","1","2023-01-09"
"2023-01-09","18","IC","EasyCard","A","ILA0112","112","ILA011201","112","0","ILA296014","礁溪轉運站","ILA296893","礁溪國小","1","2023-01-09"
"2023-01-09","11","IC","iPASS","C01","ILA0350","1799","ILA035001","1799","0","ILA244839","蘇澳國中","ILA297058","中山路","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","A","ILA0348","1797","ILA034802","1797","1","ILA235002","區界","ILA235033","羅東火車站","1","2023-01-09"
"2023-01-09","13","IC","EasyCard","C01","ILA0583","綠19","ILA058301","綠19","0","ILA304654","新港(大溪漁港)","ILA306160","石城","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","C01","ILA0622","1766","ILA062202","1766","1","ILA115943","綠九市場","ILA271634","慈林文教","1","2023-01-09"
"2023-01-09","7","IC","iPASS","B","ILA0333","學50","ILA033301","學50","0","ILA299052","白石腳","ILA301848","宜蘭高中","1","2023-01-09"
"2023-01-09","6","IC","iPASS","B","ILA0622","1766","ILA062202","1766","1","ILA115481","十六結","ILA244319","蘭陽女中","1","2023-01-09"
"2023-01-09","15","IC","EasyCard","C01","ILA0622","1766","ILA062202","1766","1","ILA244425","清水橋","ILA244770","復興路口","1","2023-01-09"
"2023-01-09","11","IC","iPASS","C01","ILA0624","1792","ILA062402","1792","1","ILA116030","廣興","ILA116031","維揚路","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","C09","ILA0112","112","ILA011201","112","0","ILA296014","礁溪轉運站","ILA296893","礁溪國小","3","2023-01-09"
"2023-01-09","12","IC","iPASS","C01","ILA0622","1766","ILA062201","1766","0","ILA307864","羅東轉運站","ILA303075","幸福轉運站","1","2023-01-09"
"2023-01-09","17","IC","EasyCard","C02","ILA0349","1798","ILA034901","1798","0","ILA235057","月眉村","ILA244481","牛鬥派出所","1","2023-01-09"
"2023-01-09","11","IC","EasyCard","A","ILA0345","1794","ILA0345C2","1794C","1","ILA302922","尚貴","ILA307866","羅東轉運站","1","2023-01-09"
"2023-01-09","6","IC","iPASS","B","ILA0784","1790","ILA078402","1790","1","ILA241688","大福海濱遊憩區","ILA302595","宜蘭中山公園","1","2023-01-09"
"2023-01-09","18","IC","EasyCard","A","ILA0783","1785","ILA078301","1785","0","ILA303088","宜蘭火車站(光復路)","ILA234669","湖北","1","2023-01-09"
"2023-01-09","7","IC","iPASS","C01","ILA0348","1797","ILA034801","1797","0","ILA234929","電信局","ILA234955","下興南路","1","2023-01-09"
"2023-01-09","20","IC","iPASS","B","ILA0624","1792","ILA062401","1792","0","ILA244469","廣興","ILA235053","田心仔","1","2023-01-09"
"2023-01-09","6","IC","EasyCard","A","ILA0345","1794","ILA0345C2","1794C","1","ILA235251","大洲","ILA292314","公正國小","1","2023-01-09"
"2023-01-09","8","IC","EasyCard","A","ILA0784","1790","ILA078402","1790","1","ILA234914","車路頭","ILA247488","宜蘭轉運站","1","2023-01-09"
"2023-01-09","17","IC","iPASS","C01","ILA0343","1791","ILA034301","1791","0","ILA234931","倉前路","ILA234956","成興","1","2023-01-09"
"2023-01-09","18","IC","EasyCard","A","ILA0622","1766","ILA062202","1766","1","ILA244842","湧泉","ILA244885","南興里","1","2023-01-09"
"2023-01-09","6","IC","iPASS","C01","ILA0787","1787","ILA078702","1787","1","ILA234770","下壯五","ILA234781","宜蘭教會","1","2023-01-09"
"2023-01-09","15","IC","EasyCard","C09","ILA0337","學55","ILA033702","學55","1","ILA301806","聖母專校(側門)","ILA301829","羅東火車站","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","C01","ILA0624","1792","ILA062402","1792","1","ILA116026","三星一站","ILA241571","大坑","1","2023-01-09"
"2023-01-09","18","IC","EasyCard","C01","ILA0348","1797","ILA034801","1797","0","ILA301754","龍德工業區","ILA241660","岳明國小","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","C01","ILA0786","1786","ILA078601","1786","0","ILA266471","宜蘭中山公園","ILA234715","深溝村","1","2023-01-09"
"2023-01-09","7","IC","iPASS","C01","ILA0622","1766","ILA062202","1766","1","ILA116561","頂埔","ILA293533","礁溪湯圍溝","1","2023-01-09"
"2023-01-09","6","IC","EasyCard","B","ILA0624","1792","ILA062401","1792","0","ILA307864","羅東轉運站","ILA235040","水源地","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","C09","ILA0112","112","ILA011201","112","0","ILA297139","礁溪電池廠","ILA291092","湯圍溝(仁愛路)","1","2023-01-09"
"2023-01-09","8","IC","iPASS","B","ILA0345","1794","ILA0345C2","1794C","1","ILA300127","耕莘專校","ILA300127","耕莘專校","1","2023-01-09"
"2023-01-09","10","IC","EasyCard","C01","ILA0622","1766","ILA062201","1766","0","ILA271461","礁溪國小","ILA108489","白石腳","1","2023-01-09"
"2023-01-09","9","IC","iPASS","C01","ILA0622","1766","ILA062202","1766","1","ILA244417","宜蘭運動公園","ILA244842","湧泉","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","B","ILA0333","學50","ILA033301","學50","0","ILA297162","四城","ILA301848","宜蘭高中","1","2023-01-09"
"2023-01-09","17","IC","EasyCard","A","ILA0333","學50","ILA033302","學50","1","ILA301848","宜蘭高中","ILA297187","北門","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","C02","ILA0786","1786","ILA078601","1786","0","ILA271120","宜蘭轉運站","ILA234723","榮總員山分院","1","2023-01-09"
"2023-01-09","16","IC","iPASS","A","ILA0624","1792","ILA062401","1792","0","ILA244469","廣興","ILA235060","三星二站","1","2023-01-09"
"2023-01-09","20","IC","EasyCard","C09","ILA0112","112","ILA011201","112","0","ILA296014","礁溪轉運站","ILA296902","大忠路","2","2023-01-09"
"2023-01-09","13","IC","EasyCard","C01","ILA0622","1766","ILA062201","1766","0","ILA266471","宜蘭中山公園","ILA271463","礁溪電池廠","1","2023-01-09"
"2023-01-09","18","IC","EasyCard","C01","ILA0622","1766","ILA062202","1766","1","ILA307864","羅東轉運站","ILA297058","中山路","1","2023-01-09"
"2023-01-09","11","IC","iPASS","C01","ILA0786","1786","ILA078601","1786","0","ILA266471","宜蘭中山公園","ILA234722","內城","1","2023-01-09"
"2023-01-09","14","IC","EasyCard","C01","ILA0622","1766","ILA062202","1766","1","ILA307864","羅東轉運站","ILA268973","江夏路","4","2023-01-09"
"2023-01-09","10","IC","EasyCard","A","ILA0622","1766","ILA062201","1766","0","ILA307864","羅東轉運站","ILA259431","第一銀行","1","2023-01-09"
"2023-01-09","11","IC","EasyCard","A","ILA0348","1797","ILA034801","1797","0","ILA235388","羅東火車站","ILA234965","文化國中","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","C01","ILA0622","1766","ILA062201","1766","0","ILA244693","聖母醫院","ILA303074","中興文創(四結)","1","2023-01-09"
"2023-01-09","7","IC","iPASS","A","ILA0338","學56","ILA033801","學56","0","ILA297198","蘭陽女中","ILA307858","羅東高商","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","A","ILA0018","綠18","ILA001802","綠18","1","ILA306147","新社","ILA302501","幸福轉運站","1","2023-01-09"
"2023-01-09","15","IC","EasyCard","C09","ILA0112","112","ILA011201","112","0","ILA291092","湯圍溝(仁愛路)","ILA297017","礁溪轉運站","1","2023-01-09"
"2023-01-09","17","IC","iPASS","B","ILA0622","1766","ILA062202","1766","1","ILA244319","蘭陽女中","ILA271634","慈林文教","1","2023-01-09"
"2023-01-09","6","IC","iPASS","C01","ILA0787","1787","ILA078702","1787","1","ILA234836","帝爺廟","ILA234780","延平","1","2023-01-09"
"2023-01-09","11","IC","EasyCard","C02","ILA0788","1788","ILA078801","1788","0","ILA234746","宜蘭教會","ILA247589","新社","1","2023-01-09"
"2023-01-09","11","IC","EasyCard","A","ILA0624","1792","ILA062402","1792","1","ILA235084","田心仔","ILA280573","羅東夜市(中山公園)","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","C01","ILA0622","1766","ILA062202","1766","1","ILA116565","頭城站","ILA293533","礁溪湯圍溝","1","2023-01-09"
"2023-01-09","13","IC","EasyCard","A","ILA0583","綠19","ILA058302","綠19","1","ILA304647","外澳(外澳火車站)","ILA299137","礁溪轉運站","4","2023-01-09"
"2023-01-09","10","IC","iPASS","B","ILA0343","1791","ILA034302","1791","1","ILA263081","馬賽街","ILA235032","電信局","1","2023-01-09"
"2023-01-09","6","IC","iPASS","C01","ILA0783","1785","ILA078302","1785","1","ILA115784","員山機堡","ILA302595","宜蘭中山公園","2","2023-01-09"
"2023-01-09","7","IC","iPASS","C01","ILA0343","1791","ILA034301","1791","0","ILA234938","協和北路","ILA244842","湧泉","2","2023-01-09"
"2023-01-09","8","IC","iPASS","C01","ILA0345","1794","ILA034501","1794","0","ILA235388","羅東火車站","ILA235208","大洲","1","2023-01-09"
"2023-01-09","16","IC","EasyCard","A","ILA0339","學57","ILA0339A2","學57A","1","ILA307859","羅東高商","ILA301750","區界","2","2023-01-09"
"2023-01-09","13","IC","iPASS","C01","ILA0622","1766","ILA062201","1766","0","ILA268974","江夏路","ILA222150","聖湖","1","2023-01-09"
"2023-01-09","17","IC","EasyCard","A","ILA0340","學58","ILA0340A2","學58A","1","ILA301491","羅東高中","ILA297239","東興","1","2023-01-09"
"2023-01-09","6","IC","EasyCard","B","ILA0345","1794","ILA0345C2","1794C","1","ILA235251","大洲","ILA292314","公正國小","1","2023-01-09"
"2023-01-09","17","IC","iPASS","B","ILA0788","1788","ILA078801","1788","0","ILA234746","宜蘭教會","ILA247592","公館","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","A","ILA0349","1798","ILA034902","1798","1","ILA241571","大坑","ILA235100","成功派出所(文化工場)","1","2023-01-09"
"2023-01-09","15","IC","EasyCard","A","ILA0112","112","ILA011201","112","0","ILA297138","湯圍溝","ILA297017","礁溪轉運站","1","2023-01-09"
"2023-01-09","7","IC","iPASS","C01","ILA0622","1766","ILA062201","1766","0","ILA297069","中山路","ILA244415","協天廟","1","2023-01-09"
"2023-01-09","8","IC","EasyCard","C01","ILA0788","1788","ILA078802","1788","1","ILA234823","鼻頭","ILA303087","幸福轉運站","1","2023-01-09"
"2023-01-09","16","IC","icash","A","ILA0344","1793","ILA034401","1793","0","ILA235037","成功派出所(文化工場)","ILA115964","玉尊宮","1","2023-01-09"
"2023-01-09","7","IC","iPASS","B","ILA0334","學51","ILA033401","學51","0","ILA301841","二結村","ILA301848","宜蘭高中","4","2023-01-09"
"2023-01-09","6","IC","iPASS","B","ILA0343","1791","ILA034301","1791","0","ILA234959","區界","ILA268973","江夏路","1","2023-01-09"
"2023-01-09","16","IC","iPASS","C01","ILA0622","1766","ILA062201","1766","0","ILA303075","幸福轉運站","ILA271461","礁溪國小","1","2023-01-09"
"2023-01-09","11","IC","iPASS","C01","ILA0622","1766","ILA062201","1766","0","ILA307864","羅東轉運站","ILA271463","礁溪電池廠","1","2023-01-09"
"2023-01-09","11","IC","iPASS","A","ILA0343","1791","ILA034301","1791","0","ILA302879","蘇澳轉運站","ILA244886","南方澳","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","C01","ILA0784","1790","ILA078401","1790","0","ILA234891","三寶竹","ILA115497","頭城站","1","2023-01-09"
"2023-01-09","17","IC","EasyCard","B","ILA0622","1766","ILA062201","1766","0","ILA247514","四城","ILA271463","礁溪電池廠","1","2023-01-09"
"2023-01-09","16","IC","EasyCard","A","ILA0624","1792","ILA062402","1792","1","ILA116030","廣興","ILA235033","羅東火車站","4","2023-01-09"
"2023-01-09","17","IC","EasyCard","A","ILA0622","1766","ILA062201","1766","0","ILA271463","礁溪電池廠","ILA222219","二城","1","2023-01-09"
"2023-01-09","17","IC","iPASS","B","ILA0624","1792","ILA062401","1792","0","ILA234929","電信局","ILA241589","大湖","1","2023-01-09"
"2023-01-09","9","IC","EasyCard","A","ILA0624","1792","ILA062402","1792","1","ILA235080","月眉村","ILA307866","羅東轉運站","1","2023-01-09"
"2023-01-09","7","IC","EasyCard","A","ILA0335","學52","ILA033501","學52","0","ILA297258","慕光","ILA301729","蘭陽女中","1","2023-01-09"
